euribor3m,nr_employed,emp_var_rate,contact_cellular,cons_price_idx,cons_conf_idx,pdays,day_of_week_mon,day_of_week_wed,day_of_week_thu,previous,marital_married,day_of_week_tue,marital_single,job_blue-collar,job_admin.,education_high.school,education_university.degree,poutcome_failure,education_basic,job_technician,marital_divorced,default_no,y
1.2501429345485218,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.967,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.957900780740369,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.8300745310210829,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
1.266,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
4.859,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1.4673194110794536,5099.1,-1.8,1,0.93075,-47.1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1.344,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,1,0
0.7366444303039937,5017.5,-3.4,1,0.92431,-26.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1.2643361374531994,5076.2,-2.9,1,0.92963,-40.8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4.2664353081430715,5195.8,-0.1,0,0.932,-42.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1.405,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.965,5228.1,1.4,1,0.93444,-36.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
1.334,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
1.2625324079646183,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1
0.883,5076.2,-2.9,0,0.92201,-31.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1.281,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
4.961,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.291,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
0.881878277995501,5076.2,-2.9,1,0.92201,-31.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
4.8586436323538935,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4.965706328696035,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4.864,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.8541047248115516,4991.6,-1.7,1,0.94215,-40.3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
0.903,4991.6,-1.7,1,0.94027,-38.3,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1
1.405,5099.1,-1.8,1,0.93075,-47.1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1.405,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4.961,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1.268,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.715,5017.5,-3.4,1,0.92649,-30.1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
1.3177611861974878,5099.1,-1.8,1,0.9289299999999998,-46.2,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
1.291,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1
4.12,5195.8,-0.1,1,0.932,-42.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1.297044086238485,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
1.266,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0.8316377610702966,4991.6,-1.7,1,0.94215,-40.3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1
4.864809918236959,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.8801831343381872,4963.6,-1.1,1,0.94199,-37.5,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1
4.947,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4.1530000000000005,5195.8,-0.1,0,0.932,-42.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.716,5017.5,-3.4,1,0.92649,-30.1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
4.20117187902171,5195.8,-0.1,1,0.932,-42.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.879,4963.6,-1.1,1,0.94199,-37.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0.879,4963.6,-1.1,1,0.94199,-37.5,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.7164288041188962,5017.5,-3.4,1,0.92649,-30.1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1
0.8809999999999999,4963.6,-1.1,1,0.94199,-37.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
4.957270213407691,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.7209624979032563,5017.5,-3.4,1,0.92649,-30.1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4.8834875141437335,5195.8,-0.1,0,0.9379799999999999,-40.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.6986553379835702,5008.7,-1.8,1,0.93876,-40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
4.855,5191.0,1.1,0,0.93994,-36.4,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4.12,5195.8,-0.1,1,0.932,-42.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1.3130000000000002,5099.1,-1.8,1,0.9289299999999998,-46.2,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
4.8660000000000005,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4.865,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.7140000000000001,5017.5,-3.4,1,0.92649,-30.1,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.960231162718694,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
0.7140000000000001,5023.5,-3.0,1,0.9271299999999999,-33.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0.7348372777906708,5017.5,-3.4,1,0.92431,-26.9,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
4.864,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1.548,5099.1,-1.8,1,0.92843,-50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4.962,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4.962462621389244,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1.2858874608054365,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
4.8560496918847145,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1.6499137024000932,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
0.884,5076.2,-2.9,1,0.92201,-31.4,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
1.268,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
4.962295893942269,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1.262,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1.406631595074257,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1.344,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1.2685019838759275,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4.96,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.722,5017.5,-3.4,1,0.92649,-30.1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0.715,5017.5,-3.4,1,0.92649,-30.1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
1.334,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1.394503117263021,5099.1,-1.8,1,0.93075,-47.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
4.8580000000000005,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.0306560434050236,4963.6,-1.1,1,0.94601,-49.5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
0.903,4991.6,-1.7,1,0.94027,-38.3,1,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,1,1
4.958,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
4.12,5195.8,-0.1,1,0.932,-42.0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
4.963,5228.1,1.4,0,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.6472854113275202,5008.7,-1.8,1,0.93369,-34.8,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
4.859,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.2413460164375558,5076.2,-2.9,1,0.92963,-40.8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0.8790362306155602,4963.6,-1.1,1,0.94199,-37.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1.291,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
0.8340000000000001,5076.2,-2.9,1,0.92201,-31.4,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0
0.636,5008.7,-1.8,1,0.93369,-34.8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.8837543119146274,4963.6,-1.1,1,0.94199,-37.5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0.8994591243048955,4991.6,-1.7,1,0.94027,-38.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
0.7029776116288576,5023.5,-3.0,1,0.9271299999999999,-33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4.865,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4.966,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4.8580000000000005,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1.266,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
4.061834265145387,5195.8,-0.1,1,0.932,-42.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4.957,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.726,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1.2606952831111362,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1.2680873152363723,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1
0.7140000000000001,5017.5,-3.4,1,0.92649,-30.1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
4.966,5228.1,1.4,0,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1.280234829143709,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0.985,4963.6,-1.1,1,0.94601,-49.5,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0
0.9,4991.6,-1.7,1,0.94027,-38.3,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1
0.7162415727809057,5023.5,-3.0,1,0.9271299999999999,-33.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1.453,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.8837573262229278,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4.9649386943857925,5228.1,1.4,1,0.93444,-36.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
0.735,5017.5,-3.4,1,0.92431,-26.9,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4.962,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.268,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.8415500494805473,5076.2,-2.9,1,0.92201,-31.4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1.018,5076.2,-2.9,1,0.92469,-33.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
1.05,4963.6,-1.1,1,0.9476700000000001,-50.8,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,1
1.25,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
0.741,5017.5,-3.4,0,0.92431,-26.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4.021,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.811,5099.1,-1.8,1,0.92843,-50.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0.873,5076.2,-2.9,1,0.92201,-31.4,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
1.26,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1.334,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
4.021,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.283941544295586,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
4.8580000000000005,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.7135453607254585,5023.5,-3.0,1,0.9271299999999999,-33.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4.961,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.8563377676663644,5076.2,-2.9,1,0.92201,-31.4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1.0290000000000001,5076.2,-2.9,0,0.92469,-33.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1.405,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
0.797,5017.5,-3.4,1,0.92379,-29.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.6410874621566237,5008.7,-1.8,1,0.93369,-34.8,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1
1.406,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1.2990000000000002,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.8994002019205088,4991.6,-1.7,1,0.94027,-38.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1.291,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
1.0200732739814873,4963.6,-1.1,1,0.947175306147233,-50.412589151447506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1.324357259046344,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
0.9,4991.6,-1.7,1,0.94027,-38.3,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
1.3657556264442396,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.889,4991.6,-1.7,1,0.94215,-40.3,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0.713,4991.6,-1.7,0,0.94055,-39.8,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
4.864,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.072,5076.2,-2.9,1,0.92469,-33.6,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0
4.957,5228.1,1.4,0,0.9391799999999999,-42.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0.715,5017.5,-3.4,1,0.92649,-30.1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.8832832578914341,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
